smiles,homolumogap,C_count,N_count,O_count,S_count,X_count,pi_bonds,Predicted_esm,Predicted_Exp
CC(C)(C)NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,3.060036946,13,3,0,0,2,8,12.51368887,3.527620177
CCCCOC(=O)/C(C#N)=C1\C(=O)C([O-])=C1C=C1N(C)c2ccccc2C1(C)C,2.689123377,23,2,4,0,0,12,16.73562714,3.227053831
CCCCC(CC)COc1c2cc(-c3sc(C)c4c3S(=O)(=O)N(CC(CC)CCCC)C4=O)sc2c(OCC(CC)CCCC)c2cc(C)sc12,2.12,41,1,5,4,0,22,19.77624016,2.512797126
Cc1nc2c(ccc3ccc(N(C)C)cc32)oc1=O,2.916373239,15,2,2,0,0,17,13.93360306,3.489376916
CCOC(=O)CCCCCn1c2ccc(C)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(C)ccc1n3CCCCCC(=O)OCC,2.300694444,38,2,6,0,0,30,19.77624016,2.651097126
N#CSc1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,2.71260917,20,4,1,1,2,15,12.24427631,3.1946825
CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]21Oc2ccccc2O1,2.436029412,25,2,2,0,1,20,14.59877729,3.053653537
COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(C(F)(F)F)cc4)sc23)c2sc(-c3ccc(C(F)(F)F)cc3)cc12,2.084521812,34,2,4,4,6,37,12.97032891,2.576872499
CCCCCCc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(C(CC)CCCCC)C(CC)CCCCC)c1C2=O,1.96,44,0,2,3,0,23,18.47408251,2.325015136
CCCCCCCCOc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O,1.9,48,0,5,3,0,27,19.77624016,2.190097126
CN1/C(=C/C2=C([O-])C(=O)C2=C2C(=O)NC(=O)NC2=O)C(C)(C)c2ccccc21,2.718544858,20,3,5,0,0,13,14.10469844,3.265378541
CCCCCCCCCCOc1c(C)ccc2c(OCCCCCCCCCC)c(-c3ccc(/C=C(\C#N)c4ccc(C)s4)s3)ccc12,2.02,43,1,2,2,0,23,19.77624016,2.420597126
CCOC(=O)CCCCCn1c2ccc(F)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(F)ccc1n3CCCCCC(=O)OCC,2.300694444,36,2,6,0,2,30,19.77624016,2.743297126
CCOC(=O)c1sc2nc3c(c(C#N)c2c1N)CCCC3,2.958035714,15,3,2,1,0,12,12.48674263,3.43439622
CC(C)(C)OC(=O)NCCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1,1.795339595,45,7,7,1,2,40,19.77624016,2.328397126
CN1C(=CC2=C([O-])C(=O)C2=C(C#N)C#N)C(C)(C)c2ccccc21,2.700815217,19,3,2,0,0,12,12.0627869,3.233885902
CCOC(=O)COc1ccc(/C=C/C2=C3c4ccccc4C(c4[nH]c(C)cc4C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(OCC(=O)OCC)cc4)cc(C)c32)cc1,1.84328635,44,3,6,0,2,34,19.77624016,2.374497126
COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4c[nH]c5ccccc45)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccccc45)c(I)c(C)c32)c1,1.769764957,39,4,2,0,4,36,17.43145314,2.515895219
Cc1ccc(/C2=c3\cc/c(o3)=C(\c3ccc(C)cc3)c3ccc([nH]3)-c3ccc4n3[B-](F)(F)[N+]3=C(C=CC3=C4c3ccc[nH]3)c3ccc2[nH]3)cc1,1.732740586,41,5,1,0,2,42,19.77624016,2.512797126
C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(CC)CC)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,2.18727993,33,3,1,0,2,22,17.13705618,2.781308135
Cc1ccc(/C2=c3\cc/c(o3)=C(\c3ccc(C)cc3)c3ccc([nH]3)-c3ccc4n3[B-](F)(F)[N+]3=C(C=CC3=C4c3ccco3)c3ccc2[nH]3)cc1,1.720740997,41,4,2,0,2,42,19.77624016,2.512797126
Cc1ccc(/C2=c3\cc/c(o3)=C(\c3ccc(C)cc3)c3ccc([nH]3)-c3ccc4n3[P-](=O)(=O)[N+]3=C(C=CC3=C4c3ccc[nH]3)c3ccc2[nH]3)cc1,1.718360996,41,5,3,0,0,44,19.77624016,2.512797126
CCOC(=O)/C(=C1\C(=O)C(O)=C1C=C1N(C)c2ccccc2C1(C)C)[N+](=O)[O-],2.615526316,20,2,6,0,0,12,16.31301097,3.349294417
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2nc3c(nc2C1=O)c1sc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)cc1c1cc(C)sc13,1.6,50,5,2,5,0,41,19.77624016,2.097897126
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,3.102059925,8,3,2,2,0,12,11.73504903,3.728531863
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,1.893864329,38,0,2,1,0,39,19.77624016,2.651097126
C/N=N/C,3.654044118,2,2,0,0,0,1,17.52226836,4.225046198
C/C=C/c1sc(/C=C/c2nc3cc4oc(C)nc4cc3o2)c(CCCCCCCCCCCC)c1CCCCCCCCCCCC,2.04,42,2,2,1,0,21,19.77624016,2.466697126
CCn1c2ccccc2sc2c(C#N)c3[nH]c4ccccc4sc3c(C#N)c21,2.509848485,22,4,0,2,0,28,12.23887493,3.102277247
CC(C)(C)c1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,1.890981735,40,3,0,0,2,32,19.77624016,2.558897126
COC(=O)COc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(C)C)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,2.195008834,31,3,3,0,2,22,19.77624016,2.973797126
CCN(CC)c1ccc2c(c1)C(C)(C)C(=O)C=C2,2.895979021,16,1,1,0,0,8,13.85711589,3.440370404
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5n[se]nc45)s3)cc21,1.73,45,3,0,2,0,35,18.84049642,2.292838864
CCN(CC)c1ccc(C2=C3C(C)=CC(/C=C/c4ccc(OCCCN=[N+]=[N-])cc4)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,2.179605263,33,6,1,0,2,23,19.77624016,2.881597126
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,2.59368476,19,3,1,0,2,14,12.65096696,3.256236744
CNc1cc2nc3cc(Cl)c(Cl)cc3nc2cc1NC,2.810803167,14,4,0,0,2,16,12.21396436,3.470130646
Nc1nc2ccccc2[n+]([O-])n1,3.052518428,7,4,1,0,0,11,11.2813519,3.757391372
CCCCCCc1cc(-c2nnc(-c3cc(CCCCCC)c(-c4cc5c(s4)-c4sc(C)cc4C5(CCCCCC)CCCCCC)s3)nn2)sc1C,1.86,45,4,0,4,0,26,19.77624016,2.328397126
CC1=[N+]2C(=C(c3ccccc3)c3c4c(c(C)n3[B-]2(F)F)C2CCC4CC2)C2=C1C1CCC2CC1,2.361929658,29,2,0,0,2,14,15.75264664,2.913100572
CC1=CC(/C=C/c2ccc(C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)cc(/C=C/c3ccc(C)cc3)n1[B-]2(F)F,1.968898574,35,2,0,0,2,28,19.77624016,2.789397126
O=[N+]([O-])c1ccc(O)cc1,3.09819202,6,1,3,0,0,7,11.76861711,3.82200745
CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,2.300694444,25,2,5,0,0,24,19.77624016,3.250397126
CCCCC(CC)C[Si]1(C[C@@H](CC)CCCC)c2cc(C)sc2-c2sc(-c3cc4c(=O)n(C[C@@H](CC)CCCC)c(=O)c5cc(C)sc5c4s3)cc21,1.77,44,1,2,4,0,27,19.77624016,2.374497126
Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,2.162532637,28,2,2,0,4,33,13.39069383,2.869446366
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,2.724506579,15,2,1,0,0,12,14.5570278,3.513067056
CCCCCCc1cc2c(s1)C(=O)c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c1C2=O,1.86,42,0,2,4,0,22,19.77624016,2.466697126
CCN(C(C)=O)c1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C1O2,1.893864329,38,2,4,0,0,24,19.77624016,2.651097126
CO[B-]1(OC)n2c(C)cc(C)c2C(c2ccc(I)cc2)=C2C(C)=CC(C)=[N+]21,2.460148515,21,2,2,0,1,14,13.83226046,3.208925897
CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,2.077550167,33,2,6,0,2,28,19.77624016,2.881597126
CCCC1=Cc2nc1ccc1[nH]c(cc1CCC)c1nc(c(OC(=O)CCCNC(=O)OC(C)(C)C)cc3[nH]c2cc3CCC)C(CCC)=C1,1.926162791,41,5,4,0,0,26,19.77624016,2.512797126
CN(C)c1ccc2c(-c3cc(N)ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,2.292204797,24,3,3,0,0,23,19.77624016,3.296497126
CCCCC(CC)COc1c2cc(-c3cc(/C=C(\C#N)c4cccs4)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,1.9,39,1,2,4,0,26,19.77624016,2.604997126
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21,1.911346154,32,3,0,0,2,32,16.14545408,2.789727255
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)c5c(n4[B-]3(F)F)-c3ccc(OC)cc3CC5)C(c3ccccc3)=C2)cc1,1.754766949,36,3,2,0,2,32,19.77624016,2.743297126
O=P12n3c4c5ccccc5c3/N=C3\N=C(/N=c5/c6ccccc6c(n51)=c1c5ccccc5c(n12)=N4)c1ccccc13,1.899655963,32,7,1,0,0,42,17.86376267,2.855022982
O=[N+]([O-])c1ccccc1O,3.022810219,6,1,3,0,0,7,12.03751669,3.832225634
COc1ccc2nc(N)n[n+]([O-])c2c1,2.889244186,8,4,2,0,0,11,11.57645409,3.722505255
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(C(F)(F)F)cc2)C(C)(C)c2ccccc21,1.932153966,34,2,0,0,3,22,19.77624016,2.835497126
COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)cc1OCCCC(=O)O,1.688009511,42,4,8,0,0,36,19.77624016,2.466697126
c1ccc(-c2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,2.198893805,29,2,1,0,0,22,19.77624016,3.065997126
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,2.23448741,27,2,7,2,0,26,17.49967832,3.071687776
CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)cc34)sc2c(OCCCCCCCC)c2cc(C)sc12,1.72,43,0,4,4,0,24,19.77624016,2.420597126
CCCn1c2cccc3oc4cccc5c4[c+](c32)c2c1cccc2n5CCC,2.230475763,25,2,1,0,0,27,19.77624016,3.250397126
CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)cc(/C=C/c3ccc(N(C)C)cc3)n1[B-]2(F)F,1.774821429,37,4,0,0,2,28,19.77624016,2.697197126
C(C1=[NH+]c2cccc3cccc1c23)=c1[nH]c2cccc3cccc1c32,2.230475763,23,2,0,0,0,27,16.51958017,3.218844047
NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,2.71260917,13,4,9,2,0,18,13.15173423,3.551865901
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,2.48475,17,3,0,0,0,16,16.33761357,3.488529316
COc1ccc(C2=c3sc(-c4ccc(OC)cc4)cc3=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c4sc(-c5ccc(OC)cc5)cc4n2[B-]3(F)F)cc1,1.57661802,40,3,4,2,2,41,19.77624016,2.558897126
O=[N+]([O-])c1ccc(O)c(O)c1,2.937056738,6,1,4,0,0,7,12.69198288,3.857095349
CC1(C)C(/C=C/C2=C(Oc3ccc(CCN=C=S)cc3I)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,1.621899478,45,3,7,3,1,29,19.77624016,2.328397126
CCOC(=O)COc1ccc(/C=C/c2c(CC)c(C)c3n2[B-](F)(F)[N+]2=C(c4[nH]c(C)c(CC)c4C)c4ccccc4C2=C3C)cc1,1.835118168,37,3,3,0,2,26,19.77624016,2.697197126
CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2C2SC(c3cc4c(s3)/C(=C3\c5ccc(F)cc5-c5cc(C)sc53)c3ccc(F)cc3-4)=CC21,1.39,48,0,0,4,2,29,18.84049642,2.154538864
O=C(O)C1=C/C(=C/C=[N+]2/c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C[C@H](C(=O)O)N1,2.317863806,25,2,12,0,0,12,19.77624016,3.250397126
COc1cc2c(cc1OC)C1=C3C(=O)N4C=Cc5cc(OC)c(OC)cc5C4=C3C(=O)N1C=C2,2.095067454,26,2,6,0,0,18,17.19006681,3.106022539
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(NC(=O)CCCC(=O)O)cc3[nH]c2cc3CCOC)C(CCOC)=C1,1.926162791,37,5,7,0,0,26,19.77624016,2.697197126
F[B-]1(F)n2c(ccc2-c2ccccc2)C(C(F)(F)F)=C2C=CC(c3ccccc3)=[N+]21,2.098606419,22,2,0,0,5,20,12.58346104,3.115371519
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,2.250679348,32,4,2,0,4,34,13.93693681,2.705803599
CC1(C)C(/C=C/c2cc3ccc(O)cc3oc2=O)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)O)cc21,2.168193717,24,1,9,2,0,24,13.14116953,3.044364442
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])c(NC(C)=O)c1,2.335291353,20,7,5,0,0,22,17.6476368,3.400010199
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4nnc(-c5ccc(C)s5)c5nonc45)s3)cc21,1.55,43,5,1,2,0,35,19.77624016,2.420597126
C(/C=C/C1=[NH+]c2cccc3cccc1c23)=c1/[nH]c2cccc3cccc1c32,2.010315534,25,2,0,0,0,28,18.84049642,3.214838864
CCCCC(CC)COc1c2cc(-c3ccc(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,2.01,32,0,2,3,0,19,19.77624016,2.927697126
CC(C)(C)c1c2ccc3[nH]c4c(ccc5c(C(C)(C)C)c(ccc6[nH]c7c(ccc1c7n2)c6C(C)(C)C)nc54)c3C(C)(C)C,1.626145288,40,4,0,0,0,34,19.77624016,2.558897126
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O,1.69,40,1,2,3,0,17,18.84049642,2.523338864
CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(/C=C/c5ccc(N(C)C)cc5)n4[B-]3(F)F)c3ccccc32)c1C,1.727920723,34,4,0,0,2,25,19.77624016,2.835497126
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,1.568655303,43,2,6,2,0,31,19.77624016,2.420597126
CC1=CC(C)=[N+]2C1=Cc1cccn1[B-]2(F)F,2.520030426,11,2,0,0,2,8,11.63372916,3.586381708
CCCCN1C(=O)C(=C/C=C/C=C/C=C2N(CCCC)c3ccccc3N2CCCC)C(=O)N(CCCC)C1=S,1.832411504,33,4,2,1,0,13,19.77624016,2.881597126
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],2.604559748,7,4,2,0,0,11,11.47439701,3.764727086
COc1ccc(-c2oc3c(c2Br)=[N+]2C(=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)c(Br)c5n4[B-]2(F)F)C=3)cc1,1.683434959,28,2,4,0,7,29,13.06330699,2.857005666
CN1C(=CC2=C([O-])C(=Cc3sc4ccccc4[n+]3C)C2=C(C#N)C#N)C(C)(C)c2ccccc21,1.797937771,28,4,1,1,0,22,18.03773022,3.046033748
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,1.658711615,37,2,11,3,0,24,19.77624016,2.697197126
CCC1=C(C)C2=C(C)c3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,2.335291353,14,2,0,0,4,8,17.3070325,3.663667235
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2,1.959582019,19,2,0,0,0,10,11.98061686,3.230763441
S=C1CCCCC1,2.509848485,6,0,0,1,0,1,13.79967811,3.899187768
