idx,smiles,homolumogap
1229,OC1C=CCNCC1,14.16151
44937,CC1C=NN(C)C1=O,13.21946
5576,CC1C=CC=NN1C,11.54488
23652,C=C1CCC2CC1N2,14.30899
20643,C=Cn1nccc1C,12.2336
11776,C#CC(O)(C#N)C=C,14.54627
44362,CC(C(=N)N)C(=O)O,14.40151
25483,C=CC=CC1CCO1,12.10217
34340,C=Cc1occc1C,11.28093
28396,C#CS(=O)(=O)COC,15.03118
39723,C=C(C)C(C)(N)CO,14.4962
20098,N=c1cc[nH]c(O)c1,12.09074
19553,C#CCC(C)C=NN,14.40913
2936,NCC#CC=NO,12.95687
13794,CS(=O)(=O)C#CCO,15.349
23656,CC(=NO)C(C)CO,14.97811
3038,C=CC#CC(=C)C#N,10.98923
33358,CON=CC=CN,12.01128
15720,CC(CC1CN1)=NO,15.03988
42695,C=C(CC)NC=N,13.16231
24658,C=CN(C=NO)OC,13.19415
20904,C#CCC(=N)N1CC1,15.25676
37412,CC=CC1CN(C)C1,14.46926
3214,CC1=CC(=NN)C=N1,10.74052
5959,C=C(C)c1ccno1,11.88556
20479,CCC=CC=C(C)C,11.9038
35032,COCC(=O)N1CC1,15.25839
33514,C=CC1CC(C=C)C1,14.14981
3415,CCC=CN(C)C=O,13.38027
4726,C1CC2CNN=C2N1,13.97293
33279,O=CNC1CCC1=O,14.58382
1161,O=CC=C1C=NC=N1,10.92746
5054,C#CC#CC(=N)NO,12.49428
12831,COC1=CC(=O)C=N1,10.49099
34575,C=C(C)C=NNC=N,11.68502
25541,CNC1C=COC1=O,13.81266
19684,CC1OCC=CCO1,14.46001
38440,C=CC1(C)C=CCN1,14.26573
6846,CC=CCNCCC,14.65702
22260,C=C1C(=N)NCC1O,12.76095
25800,CC1=NCC(C)NN1,14.38301
7052,CC1(CC#N)COC1,16.54003
38391,N=CNCCCC=O,13.71035
35855,CCNN=C(C)C,14.08096
33027,C#CC(O)CNC=N,15.31608
11294,CC1=NCC(=O)CN1,13.88069
37158,CC(C)=CCCN,14.3343
10171,C#CC(O)C=NO,15.00505
7102,Cc1cn(N)c(=O)o1,13.88042
17407,CCON=C(C)OC,15.16914
45889,CC#CC(C)CCN,15.54383
39472,O=C1CCCC(=O)N1,15.51091
12846,O=C1C=CC2CC1N2,13.14952
30568,C#CC#CC(O)CN,13.40014
46629,CC1C=CCC(C)N1,14.42083
37300,CCN=CN(N)CC,14.49158
36722,C#CC1CN1C1CC1,15.4388
18357,C1=NNC2CN(C1)C2,14.29865
44033,C#CCC(C)(O)C=C,14.71144
29240,N=C1C=CC(CN)N1,12.94816
26574,CC=CC(=O)C1CC1,12.92639
4229,NC1C=CC(N)CC1,14.42001
18535,C=NOCCNC=O,15.18002
31730,C=NN(C)C1CNC1,14.01293
21376,CCNN=CC(C)O,13.96395
23984,CCCCNC(=N)N,15.56805
1106,CN1CC=C(C#N)C1,12.70843
30232,C#Cc1cc(=O)s[nH]1,11.36012
